sp500 open,sp500 high,sp500 low,sp500 close,sp500 volume,sp500 high-low,nasdaq open,nasdaq high,nasdaq low,nasdaq close,nasdaq volume,nasdaq high-low,us_rates_%,CPI,usd_chf,eur_usd,GDP,silver open,silver high,silver low,silver close,silver volume,silver high-low,oil open,oil high,oil low,oil close,oil volume,oil high-low,platinum open,platinum high,platinum low,platinum close,platinum volume,platinum high-low,palladium open,palladium high,palladium low,palladium close,palladium volume,palladium high-low,gold volume,days_since_start,month_sin,month_cos,gold close
-1.2709668847633948,-1.2707297037984742,-1.2659864799744642,-1.2675292137667469,0.04674593352577408,-0.866654439759638,-1.1035665874382716,-1.1036902715182009,-1.1016617120842822,-1.1027688679224912,1.1422500822772623,-0.8682751496997682,-0.633167778534563,-1.311965693609959,1.404411378630392,2.2634826088468705,-1.3333540228557899,-0.45762283426867634,-0.4595445684847153,-0.45519715481536954,-0.4439578481966991,-0.6360720326407773,-0.36178284928246757,0.2114198017233683,0.19954690252472448,0.21252746788206503,0.20081715505722794,-0.25372009753438046,-0.27257621883709066,1.5217550739045367,1.5509054159804285,1.5374665242262218,1.5635628599505678,1.6534206998679053,0.9378011166249577,-1.1290183939984981,-1.1149458767235547,-1.1266309427481302,-1.1135143066780082,2.991325710408598,-0.4296070023809753,1.398864996588133,-1.7312997673062278,0.712098178123115,1.2647624785895812,112.03
-1.2689892741238553,-1.2731885498257307,-1.2760986269937673,-1.2781572252907123,1.4464298665749602,-0.5203419480833027,-1.1019333011526196,-1.103447113990241,-1.106356205867015,-1.107178578184984,3.116768935810332,-0.6518641372141958,-0.633167778534563,-1.311965693609959,1.5155143147027366,2.1735103923968038,-1.3333540228557899,-0.4640351147180447,-0.48482847655796335,-0.4699057179646851,-0.48405284000099424,-0.363718763593785,-0.5680754974577833,0.19634462251580087,0.180558843867535,0.18478650528215945,0.17065274009265038,-0.1207577609878523,-0.004284720474209979,1.5389618700563477,1.5321809892588567,1.5305588062752766,1.526020662669409,1.194199084447394,0.45020098528178193,-1.1073777021130549,-1.1022846840563503,-1.1171356558930703,-1.0975643575996323,3.784858563413804,-0.35096840701357385,1.3496029323616783,-1.7306579751740492,0.712098178123115,1.2647624785895812,110.86
-1.278135723331725,-1.270811665332716,-1.2728660554056292,-1.2664581738457272,0.38034517475341284,-0.5579846102220379,-1.1060165168667497,-1.1027176414063606,-1.1038854196655765,-1.1011356418993459,1.4932260343989727,-0.7276079915841471,-0.633167778534563,-1.311965693609959,1.6610974723147744,2.079127773179577,-1.3333540228557899,-0.4656381848303865,-0.44532237019351334,-0.4470257308435275,-0.42310845245846573,-0.5137906444272499,-0.2439013360394332,0.15523049740425324,0.17738964645832295,0.17322777086553218,0.19487567938238684,-0.266743663927698,0.26385772705623134,1.5874537501205412,1.6554501318425394,1.6144624604048938,1.678379413302113,2.4552739868975024,2.0898205848352296,-1.0930082827011205,-1.0796998538932292,-1.0942766319827406,-1.0771068142164977,5.694477671325459,-0.343104547476835,0.13100171987606238,-1.728090806645334,0.712098178123115,1.2647624785895812,111.52
-1.2726972940729917,-1.2763850496611646,-1.2779221289152807,-1.2760975331349051,1.5055126233703293,-0.5843344737191477,-1.103484923123989,-1.1030094304399127,-1.1081681157480698,-1.1066069490768833,3.8367797059883744,-0.5530364415124497,-0.633167778534563,-1.311965693609959,1.877556640869511,1.9247636763289715,-1.3333540228557899,-0.5009057273019135,-0.5211740944132575,-0.5646942360380519,-0.5722618219704437,-0.31178319209682676,0.4633877434187845,0.16253967520186158,0.1502683693429704,0.16629253021555587,0.14734387398365886,-0.15948686080058966,-0.4067219680185205,1.6274986575283918,1.6027096632434445,1.5176853319121515,1.6189376009402776,4.148207558771563,3.8762334870878066,-1.082967001666275,-1.0757646183345033,-1.1035960801923366,-1.0751997550875614,5.83798002089186,-0.04427788508070092,1.2741370814412232,-1.7274490145131554,0.712098178123115,1.2647624785895812,108.94
-1.2756637100323007,-1.2778603572775187,-1.2896920049541414,-1.2941404364197764,3.3660875710465152,-0.11756546319887251,-1.1051998737239237,-1.1050681641766409,-1.1092387897686935,-1.1101183850266458,6.102630164890208,-0.5977613840928,-0.633167778534563,-1.311965693609959,1.8258363085599731,1.9353486429701565,-1.3333540228557899,-0.5794561628066771,-0.5843838645963773,-0.6398713365789983,-0.6492442062346905,-0.37788776819698217,0.6402100132833468,0.16208285158951113,0.15298094915114013,0.12976692945901366,0.11763649560945393,-0.08450892669047459,0.8602101075839153,1.5758782690729602,1.5711902115954652,1.5186272934509168,1.5116294870449645,1.8806521209697644,2.54174891709595,-1.0827938761311913,-1.0814108258752837,-1.1053544666469772,-1.1055393321388203,3.235763902519532,-0.13471226975321618,2.6028736608116554,-1.7268072223809765,0.712098178123115,1.2647624785895812,107.37
-1.2980766306137475,-1.2985966254407164,-1.3101649583456807,-1.3146549702916164,3.3788412283426545,-0.14015106048211257,-1.111079704352271,-1.112119732487481,-1.1196160918147346,-1.120979338080563,4.808689287890513,-0.45709422597717914,-0.633167778534563,-1.311965693609959,1.776031544113751,1.9776885095348933,-1.3333540228557899,-0.6900680005582835,-0.7038503302424741,-0.713414152325576,-0.6989619960720163,-0.4048207532219541,-0.26158356302588925,0.10954813616920024,0.09330419337140136,0.09416602745580145,0.07650320247593938,0.053236854300184155,0.0404305292529368,1.3562569800080293,1.367406034109022,1.3032320882532615,1.3580193298362218,1.1965784710557905,2.9651911364203083,-1.1330002813054194,-1.1257934390897808,-1.1487866120766035,-1.1402131344831161,2.77749209114084,-0.18346819888100435,2.3540890256171596,-1.7261654302487979,0.712098178123115,1.2647624785895812,107.17
-1.3062342745018476,-1.309497509494888,-1.3075125919143882,-1.310041259862608,1.0769499872684436,-0.7612549857711879,-1.1188378142091184,-1.1192523533076408,-1.118957215494351,-1.119754418563204,4.163265495859131,-0.8033518459540959,-0.633167778534563,-1.311965693609959,1.7817782477036994,1.9706318651074377,-1.3333540228557899,-0.7093048419063885,-0.7029021836897272,-0.6954370195875238,-0.6893391980389857,-0.5628175340586562,-0.5680754974577833,0.08350919026522002,0.08878322702445136,0.09832717184578711,0.0979839222234414,-0.23803381377636101,-0.24276605235231202,1.3525027699385432,1.3433763531496707,1.3556679472445279,1.3677177308005213,0.8955860650936419,-0.1657149700991024,-1.1333465323755867,-1.1252117086158824,-1.1341920045030855,-1.1218360192406394,1.151608836130405,-0.49644980844326864,0.5681949770102404,-1.7242400538522615,0.712098178123115,1.2647624785895812,107.48
-1.3134031130701775,-1.3090057402894366,-1.3105793906005698,-1.3138310934292934,1.4252170920266167,-0.5993915385746429,-1.119736121666227,-1.1169018305373608,-1.1195337322746868,-1.119427773358575,3.650818887709664,-0.6735052384627515,-0.633167778534563,-1.311965693609959,1.9024590230926242,1.8974191791725796,-1.3333540228557899,-0.7942675578605211,-0.7455687785633333,-0.7853226832777858,-0.7566987842702012,-0.33658247277751846,0.2570950952434792,0.07757048330466303,0.08154968086933131,0.0909295818191458,0.08381578792189737,-0.23630596875966906,-0.24276605235232263,1.2329937493932392,1.2946928436735832,1.2573899600333531,1.3154715062509086,3.546222746847266,1.848843467292455,-1.1491009560681893,-1.1477965387790035,-1.1526550622768132,-1.1497484301277974,2.7220442869376495,-0.6026119121892641,0.4232017906914041,-1.7235982617200827,0.712098178123115,1.2647624785895812,107.56
-1.3148039206065179,-1.3122022401248705,-1.3164643286200006,-1.3095469337452144,2.304582931826276,-0.47893501973069763,-1.1196544573519445,-1.1172260405746408,-1.1198631704348785,-1.1165696278180701,4.446747249065332,-0.6735052384627515,-0.633167778534563,-1.311965693609959,1.9139524302725206,1.8885983736382583,-1.3333540228557899,-0.7638092257260206,-0.7755934194003155,-0.7869569680721538,-0.7826322249692194,-0.4910284475167579,-0.2733717143501969,0.0853364847146221,0.07748081115707654,0.06133922171257991,0.06462025112625713,-0.048766928686831724,0.577013525978677,1.2814856294574328,1.280961597411097,1.1779512035974833,1.205034875915499,1.8782727343613679,4.5306441896799585,-1.1582766094276171,-1.1590889538605644,-1.1781516658691042,-1.174193460780526,3.5559371757584057,-0.29198946048802205,1.5098380227219974,-1.722956469587904,0.712098178123115,1.2647624785895812,106.528
-1.3063990753884756,-1.3108088940427582,-1.3199455595610718,-1.3199277822104827,2.942681301003495,-0.2568433131121774,-1.1187561498948357,-1.1206302459660809,-1.125545978698187,-1.1259606774511568,6.733531921600884,-0.5761202828442444,-0.633167778534563,-1.311965693609959,2.000152984121756,1.8356735404323365,-1.3333540228557899,-0.7606030855013364,-0.7771736636548932,-0.85232835984689,-0.8371614138230608,-0.5089193571506855,0.8759730397694263,0.07482954163056006,0.059849042403971785,0.06734976360922622,0.06827654384923613,-0.1545450917316465,-0.19805080262517583,1.2699101484098518,1.2460093341974965,1.1901967036014311,1.2432027764846774,1.0740400607233742,2.5930752467110483,-1.151870964629526,-1.1558381070946604,-1.1795583750328167,-1.1599772018193648,2.1461655172333614,-0.18582735674202655,1.154105267171218,-1.7223146774557252,0.712098178123115,1.2647624785895812,106.48
-1.3158751263696018,-1.314497163083643,-1.3256647246785465,-1.329649529185893,2.870232279485272,-0.16650092397922242,-1.1228393656089657,-1.123953398848201,-1.1312287869614952,-1.1321669363391094,6.376399972410628,-0.4751284770176426,-0.633167778534563,-1.311965693609959,2.0767756986544073,1.727177632360197,-1.3333540228557899,-0.8439627313431266,-0.8419636780925912,-0.8538809304015399,-0.8400963672231351,-0.5270719475060813,-0.304315611576485,0.07802730691701379,0.06663049192439661,0.05625337856926393,0.04451064114987231,-0.06336913312713738,0.38324744382771114,1.2398764678539635,1.2569163127628116,1.2143737164297397,1.2200517548279624,0.4530201559319057,2.053507206632564,-1.1632972499450398,-1.16302418941929,-1.1742832156688947,-1.1680319261039447,1.0040408590634757,-0.46892630006467734,1.7181335293941462,-1.7216728853235463,0.712098178123115,1.2647624785895812,105.96
-1.3232087658245604,-1.3204803550833013,-1.3233439040511654,-1.3158907855851005,1.0860044705009364,-0.5466918115804178,-1.1309241327229436,-1.1299456108622286,-1.1291697984602964,-1.1283288551847177,3.4982801628322946,-0.8319541681042739,-0.633167778534563,-1.311965693609959,2.1323271666905774,1.7571683711768868,-1.3333540228557899,-0.8247258899950215,-0.7787539079094714,-0.8147398095764168,-0.7615101832867168,-0.48129996346401577,0.16868396031119823,0.06158165687239473,0.07702871452238132,0.06873681173922154,0.09387059291008978,-0.19266469111243892,0.32362711085817486,1.2733515076402135,1.3396314678053571,1.295068421583963,1.363650659428396,0.25077229421820907,2.156801444982934,-1.1539484710505286,-1.1447167892113053,-1.157051028413415,-1.141090381682427,1.2014996017399084,-0.43353893214934747,0.8436038462506632,-1.7197475089270102,1.2268583487137104,0.7439033443833111,108.35
